track_id_x,track_name_x,track_number,track_popularity,explicit,artist_name_x,artist_popularity,artist_followers,artist_genres,album_id,album_name,album_release_date,album_total_tracks,album_type,track_duration_min,merge_key,artist_name_y,track_id_y,track_name_y,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,track_genre,is_chart_song
3BQbwXb8lMLLRBeLl6HTu8,Blue,11,56,False,The Neighbourhood,83,21591569,,0ODLCdHBFVvKwJGeSfd1jy,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,21,album,3.16,blue_the neighbourhood,The Neighbourhood,3BQbwXb8lMLLRBeLl6HTu8,Blue,0.524,0.56,190133,0.598,0.698,5,0.172,-8.386000000000001,0,0.0388,82.991,4,0.3879999999999999,56,,False
7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,9,80,False,The Neighbourhood,83,21591569,,0ODLCdHBFVvKwJGeSfd1jy,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,21,album,2.55,you get me so high_the neighbourhood,The Neighbourhood,7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,0.186,0.551,153000,0.8809999999999999,0.0791,7,0.152,-6.099,0,0.0542,88.036,4,0.387,64,alt-rock,False
7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,9,80,False,The Neighbourhood,83,21591569,,0ODLCdHBFVvKwJGeSfd1jy,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,21,album,2.55,you get me so high_the neighbourhood,The Neighbourhood,7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,0.186,0.551,153000,0.8809999999999999,0.0791,7,0.152,-6.099,0,0.0542,88.036,4,0.387,64,alternative,False
7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,9,80,False,The Neighbourhood,83,21591569,,0ODLCdHBFVvKwJGeSfd1jy,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,21,album,2.55,you get me so high_the neighbourhood,The Neighbourhood,7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,0.186,0.551,153000,0.8809999999999999,0.0791,7,0.152,-6.099,0,0.0542,88.036,4,0.387,64,rock,False
0YNtAadZvKBBEFARtfoCV8,Compass,16,66,False,The Neighbourhood,83,21591569,,0ODLCdHBFVvKwJGeSfd1jy,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,21,album,2.79,compass_the neighbourhood,The Neighbourhood,0YNtAadZvKBBEFARtfoCV8,Compass,0.238,0.7,167960,0.82,0.318,5,0.6579999999999999,-5.499,0,0.0329,109.998,4,0.667,63,alt-rock,False
0YNtAadZvKBBEFARtfoCV8,Compass,16,66,False,The Neighbourhood,83,21591569,,0ODLCdHBFVvKwJGeSfd1jy,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,21,album,2.79,compass_the neighbourhood,The Neighbourhood,0YNtAadZvKBBEFARtfoCV8,Compass,0.238,0.7,167960,0.82,0.318,5,0.6579999999999999,-5.499,0,0.0329,109.998,4,0.667,63,alternative,False
1Bhm5HNO1cq8olDbBmokyL,Copines,4,74,False,Aya Nakamura,70,5545344,"french r&b, pop urbaine",3jqQFIXUakuDXdhFVvI7Ko,NAKAMURA,2018-11-02,13,album,2.86,copines_aya nakamura,Aya Nakamura,1Bhm5HNO1cq8olDbBmokyL,Copines,0.261,0.7020000000000001,171720,0.7859999999999999,0.0,8,0.105,-3.943,0,0.086,180.02,4,0.904,74,,False
7inCfDM4S3xsVzgOUqSJOH,Dust,1,49,True,The Neighbourhood,83,21591569,,0ODLCdHBFVvKwJGeSfd1jy,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,21,album,3.48,dust_the neighbourhood,The Neighbourhood,7inCfDM4S3xsVzgOUqSJOH,Dust,0.0971,0.348,208827,0.442,5.31e-05,1,0.1119999999999999,-7.676,0,0.0637,198.227,4,0.0674,55,,False
0f7T8FO4ZM9XHpmncSUWND,Flowers,15,49,False,The Neighbourhood,83,21591569,,0ODLCdHBFVvKwJGeSfd1jy,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,21,album,3.29,flowers_the neighbourhood,The Neighbourhood,0f7T8FO4ZM9XHpmncSUWND,Flowers,0.0179,0.5589999999999999,197693,0.6,0.0163,0,0.204,-7.002000000000001,1,0.0248,100.029,4,0.299,55,,False
7uoFMmxln0GPXQ0AcCBXRq,Snowman,3,77,False,Sia,82,30541347,,2vcGYJcPfXUmCdcXXqqukg,Everyday Is Christmas (Deluxe Edition),2018-11-01,13,album,2.76,snowman_sia,Sia,7uoFMmxln0GPXQ0AcCBXRq,Snowman,0.483,0.716,165907,0.512,0.0,1,0.0928,-6.257000000000001,1,0.0331,104.957,3,0.326,53,dance,True
3X3FzrA32EbYvu3n3526w4,Play Destroy,13,50,False,Poppy,66,1685009,,5QCXxPUwoOtxeZQmve6w2u,Am I A Girl?,2018-10-31,14,album,3.08,play destroy_poppy,Poppy,3X3FzrA32EbYvu3n3526w4,Play Destroy,0.0028399999999999,0.531,185279,0.936,0.000173,2,0.665,-3.975,0,0.0786,120.057,4,0.556,54,,False
1a4CA0tFvzwUrx8UxwoU64,Time Is Up,6,43,False,Poppy,66,1686734,,5QCXxPUwoOtxeZQmve6w2u,Am I A Girl?,2018-10-31,14,album,3.49,time is up_poppy,Poppy,1a4CA0tFvzwUrx8UxwoU64,Time Is Up,0.0429,0.6829999999999999,209446,0.851,0.00137,1,0.2319999999999999,-4.439,1,0.0455,106.016,4,0.627,54,,False
6rY5FAWxCdAGllYEOZMbjW,SLOW DANCING IN THE DARK,2,86,True,Joji,81,10645550,,5mIImcsuqpiSXg8XvFr81I,BALLADS 1,2018-10-26,12,album,3.48,slow dancing in the dark_joji,Joji,0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,0.544,0.515,209274,0.479,0.00598,3,0.191,-7.457999999999999,1,0.0261,88.964,4,0.284,85,,True
4Y1igB1GDncJvt7ezbV3cW,Suspirium,3,56,False,Thom Yorke,57,1215070,,2UehMLybYgLuuNHRNJpbCB,Suspiria (Music for the Luca Guadagnino Film),2018-10-26,25,album,3.36,suspirium_thom yorke,Thom Yorke,0rlfGg5Ym6J9AA97ah7voH,Suspirium,0.989,0.473,201768,0.217,0.905,1,0.134,-15.662,0,0.032,151.002,3,0.441,62,electronic,False
3uqx1JmyAiuVk6YW0HSeAn,Unmade,13,52,False,Thom Yorke,57,1215070,,2UehMLybYgLuuNHRNJpbCB,Suspiria (Music for the Luca Guadagnino Film),2018-10-26,25,album,4.45,unmade_thom yorke,Thom Yorke,3Cs3xZgZCL2vRwKTBnoAG8,Unmade,0.974,0.186,267455,0.3,0.924,9,0.0672,-12.140999999999998,0,0.0368,96.563,3,0.0877,54,,False
1pV3J1Zk5mh20ncHiGlPhe,I Want It,2,59,False,Two Feet,67,2177376,,2N7XbX9LzuJDlGOEvx5V6D,Lost The Game & I Want It,2018-10-25,2,single,2.32,i want it_two feet,Two Feet,1pV3J1Zk5mh20ncHiGlPhe,I Want It,0.1639999999999999,0.5760000000000001,139680,0.794,0.00104,5,0.257,-6.239,0,0.0435,122.001,4,0.515,58,,False
2GGMabyHXnJmjY6CXhhB2e,Money,1,70,True,Cardi B,81,25953771,,2drqVzCt52KiDxKgl0Rq0P,Money,2018-10-23,1,single,3.05,money_cardi b,Cardi B,2GGMabyHXnJmjY6CXhhB2e,Money,0.00534,0.95,183527,0.59,0.0,8,0.11,-6.507999999999999,0,0.29,130.003,4,0.2189999999999999,88,,True
43oK4OAWUsRZUDVeHtKI4U,New Rules,10,46,False,Dua Lipa,85,46891061,pop,0obMz8EHnr3dg6NCUK4xWp,Dua Lipa (Complete Edition),2018-10-19,25,album,3.48,new rules_dua lipa,Dua Lipa,43oK4OAWUsRZUDVeHtKI4U,New Rules,0.00261,0.762,209320,0.7,1.56e-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608,59,dance,True
2lOuvydCaSk8asn1HxBO9r,Be the One,4,47,False,Dua Lipa,85,46891061,pop,0obMz8EHnr3dg6NCUK4xWp,Dua Lipa (Complete Edition),2018-10-19,25,album,3.38,be the one_dua lipa,Dua Lipa,2lOuvydCaSk8asn1HxBO9r,Be The One,0.1169999999999999,0.6609999999999999,202915,0.6509999999999999,1.32e-05,7,0.0559999999999999,-3.771,0,0.0499,87.46,4,0.368,60,,True
3Phjn4zJ34ZiEVUngyccY5,Beautiful Wreck,10,38,False,MØ,68,1465450,,52c2O1mvqnfAVjX9QNC5yd,Forever Neverland,2018-10-19,14,album,3.82,beautiful wreck_mø,MØ,3Phjn4zJ34ZiEVUngyccY5,Beautiful Wreck,0.29,0.677,229446,0.501,0.0,10,0.0965,-5.949,1,0.0569,114.012,4,0.506,55,,False
61a0LXQA7wJ64CGzttDaN9,Crybaby,7,0,False,Destroy Boys,55,575297,"riot grrrl, queercore",7aTumdbpn2n1AG6CjCqvnR,Make Room,2018-10-19,10,album,3.18,crybaby_destroy boys,Destroy Boys,2BLRn0W2QEbNUHHKDqZv8B,Crybaby,0.000302,0.416,190927,0.944,0.0,1,0.306,-2.485,1,0.0394,97.018,4,0.624,26,,False
14SaZBTjxlorHJQxXh01Hu,Girls Need Love (with Drake) - Remix,13,78,True,Summer Walker,76,8013600,r&b,4hTM8jZ8DCCqglmZUDMSPz,Last Day Of Summer,2018-10-19,13,album,3.7,girls need love (with drake) - remix_summer walker,Summer Walker,14SaZBTjxlorHJQxXh01Hu,Girls Need Love (with Drake) - Remix,0.4429999999999999,0.6559999999999999,222374,0.432,0.0,6,0.132,-9.481,0,0.217,97.022,4,0.0897,83,,False
6zeeWid2sgw4lap2jV61PZ,Better,6,70,False,Khalid,82,16946293,,2Qxc2NJ7yPKVFRWi3llRr2,Suncity,2018-10-18,7,album,3.82,better_khalid,Khalid,6zeeWid2sgw4lap2jV61PZ,Better,0.0765,0.596,229320,0.552,0.3339999999999999,0,0.104,-10.278,0,0.0969999999999999,97.949,4,0.1119999999999999,88,,True
0uI7yAKUf52Cn7y3sYyjiX,3 Nights,1,73,False,Dominic Fike,74,2222327,,05jbNkYoEQdjVDHEHtg1gY,"Don't Forget About Me, Demos",2018-10-16,8,album,2.96,3 nights_dominic fike,Dominic Fike,1tNJrcVe6gwLEiZCtprs1u,3 Nights,0.223,0.815,177667,0.518,0.0,7,0.104,-6.593999999999999,0,0.0897,151.891,4,0.877,85,,True
4squZv12LD9M8ooJfoVgZS,Boo'd Up,8,65,False,Ella Mai,69,6191529,r&b,67ErXRS9s9pVG8JmFbrdJ0,Ella Mai,2018-10-12,16,album,3.98,boo'd up_ella mai,Ella Mai,4squZv12LD9M8ooJfoVgZS,Boo'd Up,0.158,0.397,239341,0.843,0.0,10,0.0844,-3.726,0,0.0987,81.20100000000001,4,0.22,68,,True
5FjY0HhXdLRXRkIEMd5xPQ,The Landing,31,47,False,Justin Hurwitz,60,196577,,4NFpOHIv0hJa9of0IQsgKw,First Man (Original Motion Picture Soundtrack),2018-10-12,37,album,5.53,the landing_justin hurwitz,Justin Hurwitz,1aM6Bm4bLFZx7uWNx5Oxg7,The Landing,0.346,0.31,331948,0.319,0.927,7,0.106,-14.764,0,0.032,81.058,4,0.272,51,,False
6CTWathupIiDs7U4InHnDA,Trip,13,73,False,Ella Mai,69,6192505,r&b,67ErXRS9s9pVG8JmFbrdJ0,Ella Mai,2018-10-12,16,album,3.56,trip_ella mai,Ella Mai,6CTWathupIiDs7U4InHnDA,Trip,0.225,0.477,213993,0.61,0.0,11,0.107,-5.627999999999999,0,0.144,79.882,4,0.358,83,,True
0maCwhZTO3PybhSiQcsjAf,G.O.A.T.,10,48,False,Polyphia,58,1338329,"math rock, djent, progressive metal, progressive rock",1JYk1k73qSbXCCCciopZH7,New Levels New Devils,2018-10-12,10,album,3.59,g.o.a.t._polyphia,Polyphia,0YPuRrM2NwzdtuShUKkts6,G.O.A.T.,0.000601,0.66,215999,0.76,0.312,11,0.0949,-5.488,0,0.0332,107.028,4,0.359,55,,False
116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),1,6,False,Bad Bunny,95,102536542,"reggaeton, trap latino, urbano latino, latin",0p0W4RXcnc59jgatcdZozO,MIA (feat. Drake),2018-10-11,1,single,3.5,mia (feat. drake)_bad bunny,Bad Bunny,116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),0.0141,0.8170000000000001,210368,0.539,0.000496,6,0.099,-6.349,0,0.0621,97.062,4,0.158,93,,False
0BkvZes677Mcp5WVUQjRxD,ZEZE (feat. Travis Scott & Offset),1,50,False,Kodak Black,79,12474509,,3XtuGV5BJAhCp82dBn0Gvd,ZEZE (feat. Travis Scott & Offset),2018-10-11,1,single,3.81,zeze (feat. travis scott & offset)_kodak black,Kodak Black,0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),0.0521,0.861,228760,0.603,0.0,8,0.0924,-5.787999999999999,0,0.176,98.043,4,0.504,91,,False
4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),1,74,False,Kina,61,898530,,5LZSpPoBVBsh6kRSEKfPQ8,Get You The Moon (feat. Snøw),2018-10-08,1,single,2.98,get you the moon (feat. snøw)_kina,Kina,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),0.72,0.498,179080,0.235,0.0,1,0.144,-16.541,0,0.188,118.917,4,0.0895,81,,False
5nzhL67GpF9szXWg5y509A,Close Friends (Lil Baby & Gunna),11,73,True,Lil Baby,84,21650642,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,3.39,close friends (lil baby & gunna)_lil baby,Lil Baby,5nzhL67GpF9szXWg5y509A,Close Friends (Lil Baby & Gunna),0.044,0.665,203881,0.585,0.0,10,0.0789,-5.077,0,0.366,158.953,4,0.6579999999999999,82,,True
16QjPRt5HYK0dnLGmGRCvf,Deep End (Lil Baby & Gunna),4,50,True,Lil Baby,84,21656185,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,2.91,deep end (lil baby & gunna)_lil baby,Lil Baby,16QjPRt5HYK0dnLGmGRCvf,Deep End (Lil Baby & Gunna),0.2689999999999999,0.669,174662,0.54,0.0,11,0.0982,-8.118,1,0.5,150.18,4,0.415,63,,False
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),12,79,True,Lil Baby,84,21644763,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,2.42,drip too hard (lil baby & gunna)_lil baby,Lil Baby,78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),0.103,0.8959999999999999,145543,0.6709999999999999,0.0,1,0.552,-6.977,0,0.289,112.502,4,0.358,91,,False
26XaOsDMbl0e1cVKYfkz6w,Falling,1,67,False,Trevor Daniel,59,927530,,4G213yPh3BOt160iYP4ZsV,Falling,2018-10-05,1,single,2.65,falling_trevor daniel,Trevor Daniel,4TnjEaWOeW0eKTKIEvJyCa,Falling,0.123,0.784,159382,0.43,0.0,10,0.0887,-8.756,0,0.0364,127.087,4,0.236,69,pop,True
68jISmZBEKis7eg5Ijr17k,Felt Like Playing Guitar And Not Singing,4,42,False,Two Feet,67,2177177,,4ThJUigPBlok72LoKGk2g1,A 20 Something Fuck,2018-10-05,8,album,3.14,felt like playing guitar and not singing_two feet,Two Feet,68jISmZBEKis7eg5Ijr17k,Felt Like Playing Guitar And Not Singing,0.921,0.261,188827,0.738,0.951,7,0.096,-5.778,1,0.0563,77.783,4,0.2789999999999999,56,,False
7b2905bQNdxkXxkrzBSK3F,Woman,4,36,False,Cat Power,53,793083,"slowcore, singer-songwriter",28SMXZ4p2uQGJZJpFXw8em,Wanderer,2018-10-05,11,album,4.84,woman_cat power,Cat Power,7b2905bQNdxkXxkrzBSK3F,Woman,0.8290000000000001,0.435,290502,0.34,0.00951,0,0.239,-10.377,1,0.0461,109.315,4,0.247,46,,False
0p0jvYdazuWBMC8QacxpUH,World Is Yours (Lil Baby & Gunna),5,49,True,Gunna,85,10342615,melodic rap,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,2.61,world is yours (lil baby & gunna)_gunna,Gunna,0p0jvYdazuWBMC8QacxpUH,World Is Yours (Lil Baby & Gunna),0.129,0.8859999999999999,157199,0.5589999999999999,0.0,6,0.0725,-7.206,1,0.37,109.985,4,0.555,63,,False
16mrdTSWwfVfOiZNw84tQC,Hurt People,5,51,True,Two Feet,67,2177177,,4ThJUigPBlok72LoKGk2g1,A 20 Something Fuck,2018-10-05,8,album,3.23,hurt people_two feet,Two Feet,3o4OB9XTVutBdykI4VbXHe,Hurt People,0.637,0.612,194853,0.621,0.0,6,0.251,-4.226,1,0.0387,97.468,3,0.4,20,,False
3F57PtOdqRpD6euFYqtKXX,I Am (Lil Baby & Gunna),7,60,True,Lil Baby,84,21644763,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,2.41,i am (lil baby & gunna)_lil baby,Lil Baby,3F57PtOdqRpD6euFYqtKXX,I Am (Lil Baby & Gunna),0.348,0.8190000000000001,145060,0.481,0.0,1,0.122,-6.67,1,0.415,129.97,4,0.2789999999999999,68,,False
3aauaXWRgwCMoykMbI0Jq1,I Feel Like I'm Drowning,3,76,False,Two Feet,67,2177177,,4ThJUigPBlok72LoKGk2g1,A 20 Something Fuck,2018-10-05,8,album,3.09,i feel like i'm drowning_two feet,Two Feet,3aauaXWRgwCMoykMbI0Jq1,I Feel Like I'm Drowning,0.708,0.7170000000000001,185520,0.5770000000000001,0.00428,8,0.0899,-5.436,1,0.0491,104.927,3,0.235,75,indie-pop,False
3aauaXWRgwCMoykMbI0Jq1,I Feel Like I'm Drowning,3,76,False,Two Feet,67,2177177,,4ThJUigPBlok72LoKGk2g1,A 20 Something Fuck,2018-10-05,8,album,3.09,i feel like i'm drowning_two feet,Two Feet,3aauaXWRgwCMoykMbI0Jq1,I Feel Like I'm Drowning,0.708,0.7170000000000001,185520,0.5770000000000001,0.00428,8,0.0899,-5.436,1,0.0491,104.927,3,0.235,75,indie,False
3aauaXWRgwCMoykMbI0Jq1,I Feel Like I'm Drowning,3,76,False,Two Feet,67,2177177,,4ThJUigPBlok72LoKGk2g1,A 20 Something Fuck,2018-10-05,8,album,3.09,i feel like i'm drowning_two feet,Two Feet,3aauaXWRgwCMoykMbI0Jq1,I Feel Like I'm Drowning,0.708,0.7170000000000001,185520,0.5770000000000001,0.00428,8,0.0899,-5.436,1,0.0491,104.927,3,0.235,75,rock,False
1E1uGhNdBe6Dddbgs2KqtZ,Jumpsuit,1,68,False,Twenty One Pilots,83,25759662,,621cXqrTSSJi1WqDMSLmbL,Trench,2018-10-05,14,album,3.97,jumpsuit_twenty one pilots,Twenty One Pilots,1E1uGhNdBe6Dddbgs2KqtZ,Jumpsuit,0.00849,0.62,238560,0.61,0.162,11,0.205,-8.329,0,0.0373,127.052,4,0.235,78,,True
3nkA1BXQFsT1rP2rNzufhh,KICK (feat. 6ix9ine),1,33,True,Jimilian,45,71773,"dansk rap, dansk pop",3DbdvzYJKr1OB5G8kSWJD8,KICK (feat. 6ix9ine),2018-10-05,1,single,2.73,kick (feat. 6ix9ine)_jimilian,Jimilian,3nkA1BXQFsT1rP2rNzufhh,KICK (feat. 6ix9ine),0.0157,0.775,164004,0.513,0.0,5,0.127,-7.653,0,0.0613,137.032,4,0.585,62,,False
2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,9,84,False,Lady Gaga,88,42256604,"art pop, pop",3edjzMAVB9RYRd4UcZBchx,A Star Is Born Soundtrack (Without Dialogue),2018-10-05,19,album,3.5,always remember us this way_lady gaga,Lady Gaga,2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,0.299,0.5529999999999999,210200,0.502,0.0,0,0.764,-5.972,1,0.0409,129.976,4,0.296,88,,True
1yQvL8SzbF5JCroRKk9F07,Belly (Lil Baby & Gunna),3,54,True,Lil Baby,84,21644763,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,3.19,belly (lil baby & gunna)_lil baby,Lil Baby,1yQvL8SzbF5JCroRKk9F07,Belly (Lil Baby & Gunna),0.192,0.7659999999999999,191724,0.6920000000000001,0.0,5,0.0846,-5.312,0,0.0915,120.011,4,0.446,64,,False
7roKDmJDOzkpfGpUQJ5EnL,Business Is Business (Lil Baby & Gunna),2,61,True,Lil Baby,84,21662596,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,2.7,business is business (lil baby & gunna)_lil baby,Lil Baby,7roKDmJDOzkpfGpUQJ5EnL,Business Is Business (Lil Baby & Gunna),0.287,0.823,162268,0.638,0.0,7,0.105,-6.131,0,0.0852,141.94299999999998,4,0.371,67,,False
23OXdR7YuUBVWh5hSnYJau,Chlorine,5,76,False,Twenty One Pilots,83,25759662,,621cXqrTSSJi1WqDMSLmbL,Trench,2018-10-05,14,album,5.4,chlorine_twenty one pilots,Twenty One Pilots,23OXdR7YuUBVWh5hSnYJau,Chlorine,0.0735,0.609,324467,0.674,0.06,10,0.345,-7.388,0,0.0548,90.009,4,0.315,84,rock,True
1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,9,73,True,Sheck Wes,63,1781959,,15Id9Jrqab8IwHFirdrrLp,MUDBOY,2018-10-05,14,album,3.06,mo bamba_sheck wes,Sheck Wes,1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,0.1939999999999999,0.7290000000000001,183907,0.625,0.0098599999999999,4,0.248,-5.266,1,0.0315,146.034,4,0.261,90,,True
4T7cJdrTRqOBESPYfvfj2x,My Jeans (Lil Baby & Gunna feat. Young Thug),9,48,True,Lil Baby,84,21656185,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,3.27,my jeans (lil baby & gunna feat. young thug)_lil baby,Lil Baby,4T7cJdrTRqOBESPYfvfj2x,My Jeans (Lil Baby & Gunna feat. Young Thug),0.118,0.624,196448,0.72,0.0,11,0.54,-5.894,1,0.139,100.613,5,0.354,60,,False
6wWaVoUOzLQJHd3bWAUpdZ,"Never Recover (Lil Baby & Gunna, Drake)",13,72,True,Lil Baby,84,21656185,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,3.24,"never recover (lil baby & gunna, drake)_lil baby",Lil Baby,6wWaVoUOzLQJHd3bWAUpdZ,"Never Recover (Lil Baby & Gunna, Drake)",0.0716,0.757,194732,0.69,0.0,1,0.192,-5.327000000000001,0,0.282,132.064,4,0.914,82,,False
6PoKfDY78ih5OveWirggRX,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),1,57,True,Lil Baby,84,21644763,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,3.12,off white vlone (lil baby & gunna feat. lil durk & nav)_lil baby,Lil Baby,6PoKfDY78ih5OveWirggRX,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),0.0912,0.855,187465,0.516,0.0,10,0.114,-8.116,0,0.44,140.955,4,0.153,71,,False
1jzOG0T6JjvaOoHgzl91Nd,Style Stealer (Lil Baby & Gunna),10,47,True,Gunna,85,10342615,melodic rap,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,3.08,style stealer (lil baby & gunna)_gunna,Gunna,1jzOG0T6JjvaOoHgzl91Nd,Style Stealer (Lil Baby & Gunna),0.0733,0.802,185382,0.527,0.000183,1,0.0951,-7.226,0,0.0701,155.994,4,0.312,63,,False
2Am26UXisQ91vBLYdqd7Pa,Underdog (Lil Baby & Gunna),6,49,True,Lil Baby,84,21644763,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,3.53,underdog (lil baby & gunna)_lil baby,Lil Baby,2Am26UXisQ91vBLYdqd7Pa,Underdog (Lil Baby & Gunna),0.0413,0.7879999999999999,211853,0.726,0.0,5,0.121,-4.9,0,0.198,144.983,4,0.488,61,,False
7HLglWbzDheHZ3VZUbxGLC,Seals Pills (Lil Baby & Gunna),8,47,True,Lil Baby,84,21644763,,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,13,album,2.93,seals pills (lil baby & gunna)_lil baby,Lil Baby,7HLglWbzDheHZ3VZUbxGLC,Seals Pills (Lil Baby & Gunna),0.013,0.6629999999999999,176331,0.552,0.0,9,0.109,-7.158,0,0.0486,77.994,4,0.351,59,,False
2VxeLyX666F8uXCJ0dZF8B,Shallow,12,84,False,Lady Gaga,88,42237551,"art pop, pop",4sLtOBOzn4s3GDUv3c5oJD,A Star Is Born Soundtrack,2018-10-05,34,album,3.59,shallow_lady gaga,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,Shallow,0.371,0.5720000000000001,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,0.3229999999999999,96,,False
5p7ujcrUXASCNwRaWNHR1C,Without Me,1,6,True,Halsey,80,22397897,,0zzrCTzvL4ZmR42xF46Afm,Without Me,2018-10-04,1,single,3.36,without me_halsey,Halsey,5p7ujcrUXASCNwRaWNHR1C,Without Me,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.5329999999999999,96,dance,True
5p7ujcrUXASCNwRaWNHR1C,Without Me,1,6,True,Halsey,80,22397897,,0zzrCTzvL4ZmR42xF46Afm,Without Me,2018-10-04,1,single,3.36,without me_halsey,Halsey,5p7ujcrUXASCNwRaWNHR1C,Without Me,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.5329999999999999,96,electro,True
5p7ujcrUXASCNwRaWNHR1C,Without Me,1,6,True,Halsey,80,22397897,,0zzrCTzvL4ZmR42xF46Afm,Without Me,2018-10-04,1,single,3.36,without me_halsey,Halsey,5p7ujcrUXASCNwRaWNHR1C,Without Me,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.5329999999999999,96,indie-pop,True
5p7ujcrUXASCNwRaWNHR1C,Without Me,1,6,True,Halsey,80,22397897,,0zzrCTzvL4ZmR42xF46Afm,Without Me,2018-10-04,1,single,3.36,without me_halsey,Halsey,5p7ujcrUXASCNwRaWNHR1C,Without Me,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.5329999999999999,96,indie,True
5p7ujcrUXASCNwRaWNHR1C,Without Me,1,6,True,Halsey,80,22397897,,0zzrCTzvL4ZmR42xF46Afm,Without Me,2018-10-04,1,single,3.36,without me_halsey,Halsey,5p7ujcrUXASCNwRaWNHR1C,Without Me,0.297,0.752,201661,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.5329999999999999,96,pop,True
1qp0ptMXNg9hqLH8sk7cc2,Sweet Lovin' - Radio Edit,11,60,False,Sigala,64,1581188,,5rr0xAQfk01cPi1N37jX11,Brighter Days,2018-09-28,16,album,3.37,sweet lovin' - radio edit_sigala,Sigala,1qp0ptMXNg9hqLH8sk7cc2,Sweet Lovin' - Radio Edit,0.203,0.68,202213,0.85,1.88e-06,10,0.3389999999999999,-2.785,1,0.0661,124.941,4,0.7120000000000001,66,,False
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,71,True,DJ Snake,77,9277034,,0ZHyvPke0EcVt6rYA8Ins3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,1,single,3.54,"taki taki (with selena gomez, ozuna & cardi b)_dj snake",DJ Snake,4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.153,0.841,212500,0.7979999999999999,3.33e-06,1,0.0618,-4.206,0,0.2289999999999999,95.948,4,0.591,94,,False
